受注番号,明細番号,受注日,顧客コード,顧客名,顧客所在地,拠点,部署,営業担当者,品名,品名カテゴリ,数量,定価,値引率,販売単価,販売金額,原価単価,原価,粗利
SO20220228-C0044,1,2022-02-28,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,会計ソフト,ソフトウェア,20,180000,0.2139,141490,2829800,81000,1620000,1209800
SO20220228-C0044,2,2022-02-28,C0044,R1株式会社,千葉県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,4,250000,0.1564,210910,843640,100000,400000,443640
SO20220228-C0065,1,2022-02-28,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,49,50000,0.2953,35240,1726760,27500,1347500,379260
SO20220228-C0065,2,2022-02-28,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,51,8000,0.2777,5780,294780,4000,204000,90780
SO20220228-C0065,3,2022-02-28,C0065,M2株式会社,千葉県,東京本社,営業1部,伊藤,ノートPC_高性能モデル,PC,15,300000,0.1401,257970,3869550,240000,3600000,269550
SO20220228-C0066,1,2022-02-28,C0066,N2株式会社,茨城県,東京本社,営業2部,渡辺,オフィススイート,ソフトウェア,7,50000,0.1056,44720,313040,27500,192500,120540
SO20220228-C0068,1,2022-02-28,C0068,P2株式会社,埼玉県,東京本社,営業2部,中村,CADソフト,ソフトウェア,7,400000,0.3004,279830,1958810,168000,1176000,782810
SO20220228-C0068,2,2022-02-28,C0068,P2株式会社,埼玉県,東京本社,営業2部,中村,オフィススイート,ソフトウェア,82,50000,0.275,36250,2972500,27500,2255000,717500
SO20220228-C0071,1,2022-02-28,C0071,S2株式会社,東京都,東京本社,ソリューション営業部,吉田,業務管理ソフト,ソフトウェア,4,250000,0.1323,216920,867680,100000,400000,467680
SO20220228-C0082,1,2022-02-28,C0082,D3株式会社,東京都,東京本社,営業2部,山本,業務管理ソフト,ソフトウェア,5,250000,0.1553,211170,1055850,100000,500000,555850
SO20220228-C0088,1,2022-02-28,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,オフィススイート,ソフトウェア,42,50000,0.1083,44590,1872780,27500,1155000,717780
SO20220228-C0088,2,2022-02-28,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,セキュリティソフト,ソフトウェア,22,8000,0.1157,7070,155540,4000,88000,67540
SO20220228-C0088,3,2022-02-28,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,ワークステーション,PC,3,500000,0.0732,463420,1390260,390000,1170000,220260
SO20220228-C0091,1,2022-02-28,C0091,M3株式会社,東京都,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,40,50000,0.1317,43410,1736400,27500,1100000,636400
SO20220228-C0091,2,2022-02-28,C0091,M3株式会社,東京都,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,52,8000,0.1495,6800,353600,4000,208000,145600
SO20220228-C0094,1,2022-02-28,C0094,P3株式会社,東京都,東京本社,営業1部,田中,オフィススイート,ソフトウェア,6,50000,0.1405,42970,257820,27500,165000,92820
SO20220228-C0094,2,2022-02-28,C0094,P3株式会社,東京都,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,68,8000,0.1231,7020,477360,4000,272000,205360
SO20220228-C0094,3,2022-02-28,C0094,P3株式会社,東京都,東京本社,営業1部,田中,デスクトップPC_標準モデル,PC,7,120000,0.0603,112770,789390,102000,714000,75390
SO20220228-C0098,1,2022-02-28,C0098,T3株式会社,群馬県,東京本社,営業2部,中村,セキュリティソフト,ソフトウェア,41,8000,0.1098,7120,291920,4000,164000,127920
SO20220228-C0101,1,2022-02-28,C0101,W3株式会社,神奈川県,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,10,180000,0.1509,152840,1528400,81000,810000,718400
SO20220228-C0104,1,2022-02-28,C0104,Z3株式会社,千葉県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,3,250000,0.1076,223110,669330,100000,300000,369330
SO20220228-C0104,2,2022-02-28,C0104,Z3株式会社,千葉県,東京本社,ソリューション営業部,松本,CADソフト,ソフトウェア,1,400000,0.1188,352500,352500,168000,168000,184500
SO20220228-C0108,1,2022-02-28,C0108,D4株式会社,群馬県,東京本社,営業1部,高橋,ワークステーション,PC,4,500000,0.0611,469460,1877840,390000,1560000,317840
SO20220228-C0108,2,2022-02-28,C0108,D4株式会社,群馬県,東京本社,営業1部,高橋,CADソフト,ソフトウェア,7,400000,0.216,313610,2195270,168000,1176000,1019270
SO20220228-C0109,1,2022-02-28,C0109,E4株式会社,茨城県,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,179,8000,0.2883,5690,1018510,4000,716000,302510
SO20220228-C0109,2,2022-02-28,C0109,E4株式会社,茨城県,東京本社,営業1部,田中,オフィススイート,ソフトウェア,52,50000,0.2847,35770,1860040,27500,1430000,430040
SO20220228-C0121,1,2022-02-28,C0121,Q4株式会社,神奈川県,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,83,8000,0.2191,6250,518750,4000,332000,186750
SO20220228-C0121,2,2022-02-28,C0121,Q4株式会社,神奈川県,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,52,50000,0.2064,39680,2063360,27500,1430000,633360
SO20220228-C0121,3,2022-02-28,C0121,Q4株式会社,神奈川県,東京本社,営業1部,佐藤,ノートPC_軽量モデル,PC,21,200000,0.0806,183880,3861480,164000,3444000,417480
SO20220228-C0124,1,2022-02-28,C0124,T4株式会社,東京都,東京本社,営業1部,田中,オフィススイート,ソフトウェア,121,50000,0.3375,33130,4008730,27500,3327500,681230
SO20220228-C0124,2,2022-02-28,C0124,T4株式会社,東京都,東京本社,営業1部,田中,セキュリティソフト,ソフトウェア,322,8000,0.327,5380,1732360,4000,1288000,444360
SO20220228-C0124,3,2022-02-28,C0124,T4株式会社,東京都,東京本社,営業1部,田中,ノートPC_高性能モデル,PC,4,300000,0.138,258600,1034400,240000,960000,74400
SO20220228-C0127,1,2022-02-28,C0127,W4株式会社,神奈川県,東京本社,営業2部,山本,オフィススイート,ソフトウェア,60,50000,0.1733,41330,2479800,27500,1650000,829800
SO20220228-C0131,1,2022-02-28,C0131,A5株式会社,群馬県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,11,8000,0.1545,6760,74360,4000,44000,30360
SO20220228-C0138,1,2022-02-28,C0138,H5株式会社,神奈川県,東京本社,営業1部,高橋,ワークステーション,PC,2,500000,0.0575,471230,942460,390000,780000,162460
SO20220228-C0138,2,2022-02-28,C0138,H5株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,17,50000,0.1419,42910,729470,27500,467500,261970
SO20220228-C0138,3,2022-02-28,C0138,H5株式会社,神奈川県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,54,8000,0.1017,7190,388260,4000,216000,172260
SO20220228-C0142,1,2022-02-28,C0142,L5株式会社,神奈川県,東京本社,営業2部,山本,セキュリティソフト,ソフトウェア,19,8000,0.1823,6540,124260,4000,76000,48260
SO20220228-C0142,2,2022-02-28,C0142,L5株式会社,神奈川県,東京本社,営業2部,山本,オフィススイート,ソフトウェア,11,50000,0.1583,42080,462880,27500,302500,160380
SO20220228-C0149,1,2022-02-28,C0149,S5株式会社,東京都,東京本社,ソリューション営業部,松本,CADソフト,ソフトウェア,10,400000,0.0867,365310,3653100,168000,1680000,1973100
SO20220228-C0149,2,2022-02-28,C0149,S5株式会社,東京都,東京本社,ソリューション営業部,松本,ワークステーション,PC,4,500000,0.0394,480320,1921280,390000,1560000,361280
SO20220228-C0149,3,2022-02-28,C0149,S5株式会社,東京都,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,54,8000,0.0689,7450,402300,4000,216000,186300
SO20220228-C0153,1,2022-02-28,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,CADソフト,ソフトウェア,2,400000,0.0769,369250,738500,168000,336000,402500
SO20220228-C0153,2,2022-02-28,C0153,W5株式会社,東京都,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,19,50000,0.0947,45260,859940,27500,522500,337440
SO20220228-C0158,1,2022-02-28,C0158,B6株式会社,埼玉県,東京本社,営業2部,中村,セキュリティソフト,ソフトウェア,27,8000,0.1198,7040,190080,4000,108000,82080
SO20220228-C0158,2,2022-02-28,C0158,B6株式会社,埼玉県,東京本社,営業2部,中村,CADソフト,ソフトウェア,2,400000,0.112,355220,710440,168000,336000,374440
SO20220228-C0158,3,2022-02-28,C0158,B6株式会社,埼玉県,東京本社,営業2部,中村,ワークステーション,PC,4,500000,0.0752,462390,1849560,390000,1560000,289560
SO20220228-C0171,1,2022-02-28,C0171,O6株式会社,茨城県,東京本社,営業2部,渡辺,ワークステーション,PC,5,500000,0.0669,466530,2332650,390000,1950000,382650
SO20220228-C0171,2,2022-02-28,C0171,O6株式会社,茨城県,東京本社,営業2部,渡辺,会計ソフト,ソフトウェア,12,180000,0.1414,154550,1854600,81000,972000,882600
SO20220228-C0180,1,2022-02-28,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,会計ソフト,ソフトウェア,22,180000,0.341,118610,2609420,81000,1782000,827420
SO20220228-C0180,2,2022-02-28,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,6,250000,0.35,162500,975000,100000,600000,375000
SO20220228-C0180,3,2022-02-28,C0180,X6株式会社,千葉県,東京本社,ソリューション営業部,井上,ノートPC_高性能モデル,PC,29,300000,0.1492,255250,7402250,240000,6960000,442250
SO20220228-C0181,1,2022-02-28,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,12,400000,0.35,260000,3120000,168000,2016000,1104000
SO20220228-C0181,2,2022-02-28,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,23,500000,0.17,415000,9545000,390000,8970000,575000
SO20220228-C0182,1,2022-02-28,C0182,Z6株式会社,神奈川県,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,89,50000,0.35,32500,2892500,27500,2447500,445000
SO20220228-C0182,2,2022-02-28,C0182,Z6株式会社,神奈川県,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,66,8000,0.3347,5320,351120,4000,264000,87120
SO20220228-C0182,3,2022-02-28,C0182,Z6株式会社,神奈川県,東京本社,営業1部,鈴木,デスクトップPC_標準モデル,PC,23,120000,0.0935,108780,2501940,102000,2346000,155940
SO20220228-C0186,1,2022-02-28,C0186,D7株式会社,東京都,東京本社,営業2部,渡辺,オフィススイート,ソフトウェア,48,50000,0.255,37250,1788000,27500,1320000,468000
SO20220228-C0186,2,2022-02-28,C0186,D7株式会社,東京都,東京本社,営業2部,渡辺,セキュリティソフト,ソフトウェア,66,8000,0.2585,5930,391380,4000,264000,127380
SO20220228-C0198,1,2022-02-28,C0198,P7株式会社,神奈川県,東京本社,営業1部,高橋,CADソフト,ソフトウェア,4,400000,0.2121,315150,1260600,168000,672000,588600
SO20220301-C0001,1,2022-03-01,C0001,A株式会社,千葉県,東京本社,営業1部,佐藤,オフィススイート,ソフトウェア,62,50000,0.277,36150,2241300,27500,1705000,536300
SO20220301-C0001,2,2022-03-01,C0001,A株式会社,千葉県,東京本社,営業1部,佐藤,ノートPC_高性能モデル,PC,8,300000,0.108,267590,2140720,240000,1920000,220720
SO20220301-C0001,3,2022-03-01,C0001,A株式会社,千葉県,東京本社,営業1部,佐藤,セキュリティソフト,ソフトウェア,50,8000,0.2751,5800,290000,4000,200000,90000
SO20220301-C0005,1,2022-03-01,C0005,E株式会社,埼玉県,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,85,8000,0.1508,6790,577150,4000,340000,237150
SO20220301-C0005,2,2022-03-01,C0005,E株式会社,埼玉県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,33,50000,0.1034,44830,1479390,27500,907500,571890
SO20220301-C0018,1,2022-03-01,C0018,R株式会社,千葉県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,111,50000,0.3353,33240,3689640,27500,3052500,637140
SO20220301-C0019,1,2022-03-01,C0019,S株式会社,神奈川県,東京本社,営業1部,田中,CADソフト,ソフトウェア,7,400000,0.3475,261020,1827140,168000,1176000,651140
SO20220301-C0019,2,2022-03-01,C0019,S株式会社,神奈川県,東京本社,営業1部,田中,オフィススイート,ソフトウェア,58,50000,0.3295,33520,1944160,27500,1595000,349160
SO20220301-C0021,1,2022-03-01,C0021,U株式会社,神奈川県,東京本社,営業2部,渡辺,オフィススイート,ソフトウェア,40,50000,0.1543,42290,1691600,27500,1100000,591600
SO20220301-C0021,2,2022-03-01,C0021,U株式会社,神奈川県,東京本社,営業2部,渡辺,業務管理ソフト,ソフトウェア,3,250000,0.1592,210210,630630,100000,300000,330630
SO20220301-C0021,3,2022-03-01,C0021,U株式会社,神奈川県,東京本社,営業2部,渡辺,セキュリティソフト,ソフトウェア,17,8000,0.1418,6870,116790,4000,68000,48790
SO20220301-C0027,1,2022-03-01,C0027,A1株式会社,東京都,東京本社,ソリューション営業部,山田,CADソフト,ソフトウェア,3,400000,0.2368,305260,915780,168000,504000,411780
SO20220301-C0030,1,2022-03-01,C0030,D1株式会社,東京都,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,16,250000,0.1407,214840,3437440,100000,1600000,1837440
SO20220301-C0030,2,2022-03-01,C0030,D1株式会社,東京都,東京本社,ソリューション営業部,井上,オフィススイート,ソフトウェア,53,50000,0.1546,42270,2240310,27500,1457500,782810
SO20220301-C0030,3,2022-03-01,C0030,D1株式会社,東京都,東京本社,ソリューション営業部,井上,ワークステーション,PC,6,500000,0.057,471490,2828940,390000,2340000,488940
SO20220301-C0039,1,2022-03-01,C0039,M1株式会社,東京都,東京本社,営業2部,小林,会計ソフト,ソフトウェア,8,180000,0.1194,158510,1268080,81000,648000,620080
SO20220301-C0039,2,2022-03-01,C0039,M1株式会社,東京都,東京本社,営業2部,小林,オフィススイート,ソフトウェア,35,50000,0.1177,44120,1544200,27500,962500,581700
SO20220301-C0050,1,2022-03-01,C0050,X1株式会社,神奈川県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,38,50000,0.2174,39130,1486940,27500,1045000,441940
SO20220301-C0050,2,2022-03-01,C0050,X1株式会社,神奈川県,東京本社,営業1部,伊藤,ワークステーション,PC,6,500000,0.1425,428740,2572440,390000,2340000,232440
SO20220301-C0050,3,2022-03-01,C0050,X1株式会社,神奈川県,東京本社,営業1部,伊藤,ノートPC_軽量モデル,PC,20,200000,0.0957,180870,3617400,164000,3280000,337400
SO20220301-C0052,1,2022-03-01,C0052,Z1株式会社,埼玉県,東京本社,営業2部,山本,セキュリティソフト,ソフトウェア,126,8000,0.293,5660,713160,4000,504000,209160
SO20220301-C0052,2,2022-03-01,C0052,Z1株式会社,埼玉県,東京本社,営業2部,山本,オフィススイート,ソフトウェア,31,50000,0.2905,35480,1099880,27500,852500,247380
SO20220301-C0052,3,2022-03-01,C0052,Z1株式会社,埼玉県,東京本社,営業2部,山本,CADソフト,ソフトウェア,11,400000,0.2883,284660,3131260,168000,1848000,1283260
SO20220301-C0056,1,2022-03-01,C0056,D2株式会社,東京都,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,42,8000,0.1614,6710,281820,4000,168000,113820
SO20220301-C0056,2,2022-03-01,C0056,D2株式会社,東京都,東京本社,ソリューション営業部,吉田,オフィススイート,ソフトウェア,10,50000,0.1269,43650,436500,27500,275000,161500
SO20220301-C0056,3,2022-03-01,C0056,D2株式会社,東京都,東京本社,ソリューション営業部,吉田,業務管理ソフト,ソフトウェア,10,250000,0.1496,212590,2125900,100000,1000000,1125900
SO20220301-C0057,1,2022-03-01,C0057,E2株式会社,埼玉県,東京本社,ソリューション営業部,山田,会計ソフト,ソフトウェア,11,180000,0.1476,153430,1687730,81000,891000,796730
SO20220301-C0057,2,2022-03-01,C0057,E2株式会社,埼玉県,東京本社,ソリューション営業部,山田,ワークステーション,PC,2,500000,0.1173,441350,882700,390000,780000,102700
SO20220301-C0057,3,2022-03-01,C0057,E2株式会社,埼玉県,東京本社,ソリューション営業部,山田,業務管理ソフト,ソフトウェア,7,250000,0.1804,204900,1434300,100000,700000,734300
SO20220301-C0058,1,2022-03-01,C0058,F2株式会社,群馬県,東京本社,ソリューション営業部,佐々木,セキュリティソフト,ソフトウェア,65,8000,0.1904,6480,421200,4000,260000,161200
SO20220301-C0062,1,2022-03-01,C0062,J2株式会社,東京都,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,40,50000,0.2375,38120,1524800,27500,1100000,424800
SO20220301-C0068,1,2022-03-01,C0068,P2株式会社,埼玉県,東京本社,営業2部,中村,セキュリティソフト,ソフトウェア,89,8000,0.2507,5990,533110,4000,356000,177110
SO20220301-C0070,1,2022-03-01,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,セキュリティソフト,ソフトウェア,104,8000,0.1725,6620,688480,4000,416000,272480
SO20220301-C0070,2,2022-03-01,C0070,R2株式会社,東京都,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,21,50000,0.1718,41410,869610,27500,577500,292110
SO20220301-C0074,1,2022-03-01,C0074,V2株式会社,栃木県,東京本社,ソリューション営業部,松本,セキュリティソフト,ソフトウェア,99,8000,0.2957,5630,557370,4000,396000,161370
SO20220301-C0074,2,2022-03-01,C0074,V2株式会社,栃木県,東京本社,ソリューション営業部,松本,会計ソフト,ソフトウェア,16,180000,0.2545,134190,2147040,81000,1296000,851040
SO20220301-C0074,3,2022-03-01,C0074,V2株式会社,栃木県,東京本社,ソリューション営業部,松本,オフィススイート,ソフトウェア,44,50000,0.2839,35810,1575640,27500,1210000,365640
SO20220301-C0077,1,2022-03-01,C0077,Y2株式会社,東京都,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,14,50000,0.0917,45420,635880,27500,385000,250880
SO20220301-C0077,2,2022-03-01,C0077,Y2株式会社,東京都,東京本社,営業1部,鈴木,セキュリティソフト,ソフトウェア,90,8000,0.1321,6940,624600,4000,360000,264600
SO20220301-C0082,1,2022-03-01,C0082,D3株式会社,東京都,東京本社,営業2部,山本,セキュリティソフト,ソフトウェア,72,8000,0.1888,6490,467280,4000,288000,179280
SO20220301-C0082,2,2022-03-01,C0082,D3株式会社,東京都,東京本社,営業2部,山本,会計ソフト,ソフトウェア,11,180000,0.1704,149340,1642740,81000,891000,751740
SO20220301-C0082,3,2022-03-01,C0082,D3株式会社,東京都,東京本社,営業2部,山本,CADソフト,ソフトウェア,6,400000,0.1746,330160,1980960,168000,1008000,972960
SO20220301-C0086,1,2022-03-01,C0086,H3株式会社,神奈川県,東京本社,ソリューション営業部,吉田,CADソフト,ソフトウェア,2,400000,0.0828,366870,733740,168000,336000,397740
SO20220301-C0086,2,2022-03-01,C0086,H3株式会社,神奈川県,東京本社,ソリューション営業部,吉田,セキュリティソフト,ソフトウェア,32,8000,0.1027,7180,229760,4000,128000,101760
SO20220301-C0088,1,2022-03-01,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,ワークステーション,PC,2,500000,0.0342,482900,965800,390000,780000,185800
SO20220301-C0088,2,2022-03-01,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,会計ソフト,ソフトウェア,9,180000,0.1121,159820,1438380,81000,729000,709380
SO20220301-C0088,3,2022-03-01,C0088,J3株式会社,東京都,東京本社,ソリューション営業部,佐々木,業務管理ソフト,ソフトウェア,7,250000,0.1395,215120,1505840,100000,700000,805840
SO20220301-C0089,1,2022-03-01,C0089,K3株式会社,神奈川県,東京本社,ソリューション営業部,松本,業務管理ソフト,ソフトウェア,3,250000,0.142,214490,643470,100000,300000,343470
SO20220301-C0089,2,2022-03-01,C0089,K3株式会社,神奈川県,東京本社,ソリューション営業部,松本,会計ソフト,ソフトウェア,3,180000,0.1258,157360,472080,81000,243000,229080
SO20220301-C0093,1,2022-03-01,C0093,O3株式会社,神奈川県,東京本社,営業1部,高橋,オフィススイート,ソフトウェア,27,50000,0.3193,34040,919080,27500,742500,176580
SO20220301-C0093,2,2022-03-01,C0093,O3株式会社,神奈川県,東京本社,営業1部,高橋,セキュリティソフト,ソフトウェア,139,8000,0.3377,5300,736700,4000,556000,180700
SO20220301-C0101,1,2022-03-01,C0101,W3株式会社,神奈川県,東京本社,ソリューション営業部,吉田,業務管理ソフト,ソフトウェア,6,250000,0.1458,213550,1281300,100000,600000,681300
SO20220301-C0101,2,2022-03-01,C0101,W3株式会社,神奈川県,東京本社,ソリューション営業部,吉田,会計ソフト,ソフトウェア,5,180000,0.1604,151130,755650,81000,405000,350650
SO20220301-C0112,1,2022-03-01,C0112,H4株式会社,神奈川県,東京本社,営業2部,山本,セキュリティソフト,ソフトウェア,66,8000,0.1067,7150,471900,4000,264000,207900
SO20220301-C0112,2,2022-03-01,C0112,H4株式会社,神奈川県,東京本社,営業2部,山本,ワークステーション,PC,1,500000,0.042,479020,479020,390000,390000,89020
SO20220301-C0112,3,2022-03-01,C0112,H4株式会社,神奈川県,東京本社,営業2部,山本,オフィススイート,ソフトウェア,13,50000,0.0901,45500,591500,27500,357500,234000
SO20220301-C0113,1,2022-03-01,C0113,I4株式会社,東京都,東京本社,営業2部,中村,オフィススイート,ソフトウェア,17,50000,0.0851,45750,777750,27500,467500,310250
SO20220301-C0113,2,2022-03-01,C0113,I4株式会社,東京都,東京本社,営業2部,中村,CADソフト,ソフトウェア,3,400000,0.0889,364440,1093320,168000,504000,589320
SO20220301-C0115,1,2022-03-01,C0115,K4株式会社,神奈川県,東京本社,営業2部,加藤,オフィススイート,ソフトウェア,14,50000,0.1682,41590,582260,27500,385000,197260
SO20220301-C0115,2,2022-03-01,C0115,K4株式会社,神奈川県,東京本社,営業2部,加藤,セキュリティソフト,ソフトウェア,58,8000,0.1514,6790,393820,4000,232000,161820
SO20220301-C0125,1,2022-03-01,C0125,U4株式会社,埼玉県,東京本社,営業1部,伊藤,CADソフト,ソフトウェア,7,400000,0.1049,358030,2506210,168000,1176000,1330210
SO20220301-C0125,2,2022-03-01,C0125,U4株式会社,埼玉県,東京本社,営業1部,伊藤,ワークステーション,PC,7,500000,0.0571,471450,3300150,390000,2730000,570150
SO20220301-C0126,1,2022-03-01,C0126,V4株式会社,東京都,東京本社,営業2部,渡辺,オフィススイート,ソフトウェア,48,50000,0.1292,43540,2089920,27500,1320000,769920
SO20220301-C0126,2,2022-03-01,C0126,V4株式会社,東京都,東京本社,営業2部,渡辺,セキュリティソフト,ソフトウェア,23,8000,0.1426,6860,157780,4000,92000,65780
SO20220301-C0132,1,2022-03-01,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,セキュリティソフト,ソフトウェア,101,8000,0.3453,5240,529240,4000,404000,125240
SO20220301-C0132,2,2022-03-01,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,オフィススイート,ソフトウェア,42,50000,0.3428,32860,1380120,27500,1155000,225120
SO20220301-C0132,3,2022-03-01,C0132,B5株式会社,東京都,東京本社,ソリューション営業部,山田,ワークステーション,PC,7,500000,0.17,415000,2905000,390000,2730000,175000
SO20220301-C0135,1,2022-03-01,C0135,E5株式会社,埼玉県,東京本社,ソリューション営業部,井上,セキュリティソフト,ソフトウェア,150,8000,0.35,5200,780000,4000,600000,180000
SO20220301-C0135,2,2022-03-01,C0135,E5株式会社,埼玉県,東京本社,ソリューション営業部,井上,業務管理ソフト,ソフトウェア,10,250000,0.33,167510,1675100,100000,1000000,675100
SO20220301-C0135,3,2022-03-01,C0135,E5株式会社,埼玉県,東京本社,ソリューション営業部,井上,オフィススイート,ソフトウェア,22,50000,0.344,32800,721600,27500,605000,116600
SO20220301-C0140,1,2022-03-01,C0140,J5株式会社,東京都,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,40,8000,0.1307,6950,278000,4000,160000,118000
SO20220301-C0140,2,2022-03-01,C0140,J5株式会社,東京都,東京本社,営業1部,伊藤,ノートPC_高性能モデル,PC,2,300000,0.0342,289750,579500,240000,480000,99500
SO20220301-C0140,3,2022-03-01,C0140,J5株式会社,東京都,東京本社,営業1部,伊藤,ノートPC_軽量モデル,PC,4,200000,0.0356,192880,771520,164000,656000,115520
SO20220301-C0142,1,2022-03-01,C0142,L5株式会社,神奈川県,東京本社,営業2部,山本,セキュリティソフト,ソフトウェア,93,8000,0.1857,6510,605430,4000,372000,233430
SO20220301-C0142,2,2022-03-01,C0142,L5株式会社,神奈川県,東京本社,営業2部,山本,オフィススイート,ソフトウェア,16,50000,0.1836,40820,653120,27500,440000,213120
SO20220301-C0146,1,2022-03-01,C0146,P5株式会社,埼玉県,東京本社,ソリューション営業部,吉田,ワークステーション,PC,1,500000,0.0244,487780,487780,390000,390000,97780
SO20220301-C0146,2,2022-03-01,C0146,P5株式会社,埼玉県,東京本社,ソリューション営業部,吉田,オフィススイート,ソフトウェア,43,50000,0.0852,45740,1966820,27500,1182500,784320
SO20220301-C0146,3,2022-03-01,C0146,P5株式会社,埼玉県,東京本社,ソリューション営業部,吉田,CADソフト,ソフトウェア,2,400000,0.0891,364370,728740,168000,336000,392740
SO20220301-C0151,1,2022-03-01,C0151,U5株式会社,埼玉県,東京本社,営業1部,佐藤,ノートPC_標準モデル,PC,13,150000,0.0594,141100,1834300,126000,1638000,196300
SO20220301-C0155,1,2022-03-01,C0155,Y5株式会社,神奈川県,東京本社,営業1部,伊藤,ワークステーション,PC,4,500000,0.0659,467030,1868120,390000,1560000,308120
SO20220301-C0156,1,2022-03-01,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,CADソフト,ソフトウェア,9,400000,0.2857,285710,2571390,168000,1512000,1059390
SO20220301-C0156,2,2022-03-01,C0156,Z5株式会社,千葉県,東京本社,営業2部,渡辺,会計ソフト,ソフトウェア,10,180000,0.3022,125610,1256100,81000,810000,446100
SO20220301-C0167,1,2022-03-01,C0167,K6株式会社,東京都,東京本社,営業1部,鈴木,オフィススイート,ソフトウェア,140,50000,0.3469,32660,4572400,27500,3850000,722400
SO20220301-C0167,2,2022-03-01,C0167,K6株式会社,東京都,東京本社,営業1部,鈴木,ノートPC_標準モデル,PC,6,150000,0.11,133500,801000,126000,756000,45000
SO20220301-C0167,3,2022-03-01,C0167,K6株式会社,東京都,東京本社,営業1部,鈴木,業務管理ソフト,ソフトウェア,8,250000,0.35,162500,1300000,100000,800000,500000
SO20220301-C0170,1,2022-03-01,C0170,N6株式会社,千葉県,東京本社,営業1部,伊藤,セキュリティソフト,ソフトウェア,46,8000,0.1616,6710,308660,4000,184000,124660
SO20220301-C0170,2,2022-03-01,C0170,N6株式会社,千葉県,東京本社,営業1部,伊藤,オフィススイート,ソフトウェア,13,50000,0.1684,41580,540540,27500,357500,183040
SO20220301-C0170,3,2022-03-01,C0170,N6株式会社,千葉県,東京本社,営業1部,伊藤,ワークステーション,PC,2,500000,0.088,455990,911980,390000,780000,131980
SO20220301-C0175,1,2022-03-01,C0175,S6株式会社,東京都,東京本社,営業2部,加藤,セキュリティソフト,ソフトウェア,109,8000,0.1774,6580,717220,4000,436000,281220
SO20220301-C0175,2,2022-03-01,C0175,S6株式会社,東京都,東京本社,営業2部,加藤,ノートPC_標準モデル,PC,12,150000,0.0783,138250,1659000,126000,1512000,147000
SO20220301-C0181,1,2022-03-01,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,CADソフト,ソフトウェア,11,400000,0.3459,261620,2877820,168000,1848000,1029820
SO20220301-C0181,2,2022-03-01,C0181,Y6株式会社,東京都,東京本社,営業1部,佐藤,ワークステーション,PC,3,500000,0.163,418490,1255470,390000,1170000,85470
